"carVIN","trueCarID","scrapeDate","scrapeURL","listingDateDiff","vehicleHistUseType","vehicleHistTitleStatus","vehicleHistNumOwners","vehicleHistAccidents","transmissionType","fuelType","driveType","engineInfo","mileage","interiorColor","exteriorColor","style","monthlyPayment","priceClassDiffDirection","priceClassDiffAmt","priceClassification","mileageRatingCity","mileageRatingHighway","accidentN","ownersN","listPrice","city","state","allFeatures"
"JTDEAMDE6MJ030071","6030071","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEAMDE6MJ030071/2021-toyota-corolla/",-21,"Personal Use","Clean",1,0,"Automatic","Hybrid","FWD","1.8L Inline-4 Hybrid",17576,"Black","Super White","Sedan",439,"above",27,"Fair Price","53 cty "," 52 hwy",0,0,26500,"Pasco"," WA","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio AM/FM ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"5YFEPMAE4MP214763",NA,"2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE4MP214763/2021-toyota-corolla/",-1,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",52422,"NA","Black Sand Pearl","Sedan",348,NA,NA,"Fair Price","30 cty "," 38 hwy",0,1,20997,"Burbank"," CA","BLACK SAND PEARL ~ Back-Up Camera ~ Keyless Entry ~ MP3 Player ~ Satellite Radio ~ Telephone:Bluetooth Connection ~ Tire-Front:Tires - Front Performance ~ Tire-Rear:Tires - Rear Performance"
"2T1BURHE1JC048518","6064A","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BURHE1JC048518/2018-toyota-corolla/",-29,"Personal Use","Theft Recovery",2,1,"Automatic","Gas","FWD","1.8L Inline-4 Gas",37349,"NA","Blue Crush Metallic","Sedan",342,"above",785,"High Price","28 cty "," 35 hwy",1,1,20645,"Sumter"," SC","6 Speakers ~ AM/FM radio ~ CD player ~ Radio data system ~ Radio: Entune Audio w/6.1'' Screen ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Speed-sensing steering ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags"
"2T1BURHE2KC238250","TP0779","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BURHE2KC238250/2019-toyota-corolla/",-36,"Rental Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",64456,"Ash","Barcelona Red Metallic","Sedan",340,"above",747,"High Price","28 cty "," 36 hwy",0,0,20496,"Irmo"," SC","6 Speakers ~ AM/FM radio ~ CD player ~ Radio data system ~ Radio: Entune Audio w/6.1'' Screen ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Speed-sensing steering ~ Traction control ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Front anti-roll bar"
"2T1BURHE2FC349824","TGF349824","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BURHE2FC349824/2015-toyota-corolla/",-8,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",74319,"Black","Black Sand Pearl","Sedan",258,"above",505,"High Price","29 cty "," 37 hwy",0,0,15585,"Hampstead"," MD","Front Wheel Drive ~ Power Steering ~ ABS ~ 4-Wheel Disc Brakes ~ Brake Assist ~ Aluminum Wheels ~ Tires - Front Performance ~ Tires - Rear Performance ~ Temporary Spare Tire ~ Heated Mirrors ~ Power Mirror(s) ~ Integrated Turn Signal Mirrors ~ Rear Defrost ~ Intermittent Wipers ~ Rear Spoiler ~ Daytime Running Lights ~ Automatic Headlights ~ LED Headlights"
"5YFEPMAEXNP282714","NP282714","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAEXNP282714/2022-toyota-corolla/",-22,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",40743,"Black","Wind Chill Pearl","Sedan",364,"above",186,"Fair Price","30 cty "," 38 hwy",0,1,21977,"Newnan"," GA","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"5YFBURHE5HP628235","11766","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHE5HP628235/2017-toyota-corolla/",-104,"Personal Use","Clean",2,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",108342,"Cream","Gray","Sedan",265,"above",165,"Fair Price","28 cty "," 36 hwy",0,2,15999,"Fresno"," CA","ABS (4-Wheel) ~  Air Conditioning ~  AM/FM Stereo ~  Backup Camera ~  Bluetooth Wireless ~  CD/MP3 (Single Disc) ~  Daytime Running Lights ~  Dual Air Bags ~  Dynamic Cruise Control ~  Entune ~  F&amp;R Head Curtain Air Bags ~  Hill Start Assist Control ~  Keyless Entry ~  Knee Air Bags ~  Lane Departure Alert ~  LED Headlamps ~  Power Door Locks ~  Power Steering"
"5YFBURHE2GP389208","389208","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHE2GP389208/2016-toyota-corolla/",-32,"Fleet Use","Clean",3,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",54650,"Black","Black","Sedan",275,NA,NA,"Fair Price","27 cty "," 36 hwy",0,3,16599,"Raleigh"," NC","Gas Engine Type ~ Regular Unleaded Fuel Type ~ 132 Horsepower ~ 6000 Horsepower RPM ~ 128 Torque ~ 4400 Torque RPM ~ 1.8 Engine Displacement ~ Inline Engine Configuration ~ 4 Cylinders ~ 27 EPA City Fuel Economy ~ 36 EPA Highway Fuel Economy ~ 31 EPA Combined Fuel Economy ~ Automatic Transmission Type ~ 4 Gear Number ~ 2.85 First Gear Ratio ~ 1.55 Second Gear Ratio ~ 1.0 Third Gear Ratio ~ 0.7 Fourth Gear Ratio"
"JTDM4RCE2LJ052875","P25740","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDM4RCE2LJ052875/2020-toyota-corolla/",-3,"Personal Use","Clean",1,0,"Manual","Gas","FWD","2.0L Inline-4 Gas",60422,"Black","Blue Crush Metallic","Sedan",381,NA,NA,"Fair Price","29 cty "," 36 hwy",0,0,22992,"Mission Hills"," CA","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio AM/FM w/Navigation ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 3-year trial"
"2T1BURHE9KC203558","KC20355P","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BURHE9KC203558/2019-toyota-corolla/",-27,"Rental Use","Clean",2,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",42411,"Ash","Super White","Sedan",297,NA,NA,"Fair Price","28 cty "," 36 hwy",0,0,17901,"Grapevine"," TX","CD player ~ Air Conditioning ~ Tachometer ~ 6 Speakers ~ AM/FM radio ~ Radio data system ~ Radio: Entune Audio w/6.1' Screen ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Speed-sensing steering ~ Traction control ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags"
"2T1BURHE8GC488938","CC23035A","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BURHE8GC488938/2016-toyota-corolla/",-90,"Personal Use","Clean",2,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",89380,"Ash","Gray","Sedan",281,"above",668,"High Price","29 cty "," 38 hwy",0,2,16984,"Carson City"," NV","6 Speakers ~ AM/FM radio ~ CD player ~ Radio data system ~ Radio: AM/FM/CD Player w/6.1'' Touch Screen ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Speed-sensing steering ~ Traction control ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Front anti-roll bar"
"5YFEPMAE6MP206728","23745336","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE6MP206728/2021-toyota-corolla/?zipcode=23060",-2,"Mixed Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",48709,"NA","Super White","Sedan",365,NA,NA,"Fair Price","30 cty "," 38 hwy",0,1,21998,"Glen Allen"," VA","Rear View Camera ~ Auxiliary Audio Input ~ Overhead Airbags ~ Traction Control ~ Side Airbags ~ Air Conditioning ~ ABS Brakes ~ Power Locks ~ Power Mirrors ~ AM/FM Stereo ~ Satellite Radio Ready ~ Rear Defroster ~ Power Windows ~ Cloth Seats ~ Automatic Transmission ~ Bluetooth Technology ~ Apple CarPlay ~ Lane Departure Warning"
"5YFS4RCE4LP043744","64098A","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFS4RCE4LP043744/2020-toyota-corolla/",-19,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","2.0L Inline-4 Gas",29908,"Black","Wind Chill Pearl","Sedan",391,NA,NA,"Fair Price","31 cty "," 40 hwy",0,0,23582,"Mission Hills"," CA","6 Speakers ~ Radio data system ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Front anti-roll bar ~ Knee airbag ~ Low tire pressure warning"
"2T1BU4EE3BC625672","10523","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BU4EE3BC625672/2011-toyota-corolla/",-101,"Personal Use","Clean",2,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",132704,"NA","Gray","Sedan",162,NA,NA,"Fair Price","26 cty "," 34 hwy",0,2,9750,"Canastota"," NY","2011 Toyota Corolla LE Sedan in Grey Metallic ~  132K miles ~  1.8L 4Cyl ~  Automatic ~  Clean History ~  A/C ~  Power Windows/Locks ~  AM/FM/CD SiriusXM ~  Child Seat Anchors ~  Daytime Running Lights ~  Audio/Cruise Controls on Steering Wheel ~  Tilt Wheel ~  Power/Heated Mirrors ~  Folding Rear Seats ~  Fresh Oil ~  Four New Snow Tires ~  Brand New Struts ~  Brand New Brakes and built in powertrain warranty."
"5YFT4RCE6LP009955","23V5419A","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFT4RCE6LP009955/2020-toyota-corolla/",-5,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","2.0L Inline-4 Gas",13028,"Black","Blueprint","Sedan",424,NA,NA,"Fair Price","31 cty "," 38 hwy",0,0,25587,"Mckinney"," TX","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio Plus AM/FM/HD w/Navigation ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power driver seat ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags"
"JTDEPMAE1NJ225080",NA,"2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEPMAE1NJ225080/2022-toyota-corolla/",NA,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",21190,"Black","Classic Silver Metallic","Sedan",381,"above",12,"Fair Price","30 cty "," 38 hwy",0,0,22999,"Show Low"," AZ","4-Cyl 1.8 Liter ~ Automatic CVTi-S ~ ABS (4-Wheel) ~ AM/FM Stereo ~ Air Bags (Side): Front ~ Air Bags: Dual Front ~ Air Bags: F&R Head Curtain ~ Air Bags: Knee ~ Air Conditioning ~ Bluetooth Connection ~ Camera: Backup/Rear View ~ Cruise Control: Dynamic ~ Daytime Running Lights ~ Entune ~ FWD ~ Hill Start Assist Control ~ LED Headlamps ~ Lane Departure Warning System"
"JTDEBRBE0LJ028358","SP028358","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEBRBE0LJ028358/2020-toyota-corolla/",-86,"Personal Use","Clean",1,0,"Automatic","Hybrid","FWD","1.8L Inline-4 Hybrid",65754,"Black","Barcelona Red Metallic","Sedan",474,NA,NA,"High Price","53 cty "," 52 hwy",0,0,28595,"Dallas"," TX","6 Speakers ~ AM/FM radio ~ Radio data system ~ Radio: Audio AM/FM ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"5YFBURHE5KP863824","863824FA71463","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHE5KP863824/2019-toyota-corolla/",-44,"Personal Use","Salvage",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",62430,"Black","Black","Sedan",232,NA,NA,"Fair Price","28 cty "," 36 hwy",0,1,13995,"Omaha"," NE","4-Cyl 1.8 Liter ~ Automatic CVTi-S ~ FWD ~ Hill Start Assist Control ~ Traction Control ~ Stability Control ~ ABS (4-Wheel) ~ Air Conditioning ~ Power Windows ~ Power Door Locks ~ Dynamic Cruise Control ~ Power Steering ~ Tilt & Telescoping Wheel ~ AM/FM Stereo ~ CD/MP3 (Single Disc) ~ Bluetooth Wireless ~ Entune ~ Backup Camera"
"JTDEAMDE3MJ012093","MJ012093","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEAMDE3MJ012093/2021-toyota-corolla/",NA,"Frame Damage","Clean",2,0,"Automatic","Hybrid","FWD","1.8L Inline-4 Hybrid",51141,"Black","Barcelona Red Metallic","Sedan",406,"above",548,"High Price","53 cty "," 52 hwy",0,2,24499,"Colton"," CA","( Bluetooth Connection & Back-Up Camera ) ~ 50 State Emissions ~ Barcelona Red Metallic"
"5YFEPRAE0LP098666","LP098666","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPRAE0LP098666/2020-toyota-corolla/",-129,"Rental Use","Clean",1,1,"Automatic","Gas","FWD","1.8L Inline-4 Gas",45660,"Black","Celestite","Sedan",311,NA,NA,"Fair Price","30 cty "," 38 hwy",1,1,18771,"Grapevine"," TX","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio AM/FM w/Navigation ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 3-year trial"
"2T1BURHE2GC738951","23842812","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BURHE2GC738951/2016-toyota-corolla/?zipcode=33172",-3,"Personal Use","Clean",1,2,"Automatic","Gas","FWD","1.8L Inline-4 Gas",61244,"Brown","Gray","Sedan",298,"above",120,"Fair Price","29 cty "," 38 hwy",2,1,17998,"Miami"," FL","Tow Hitch ~ Rear View Camera ~ Cruise Control ~ Auxiliary Audio Input ~ Alloy Wheels ~ Overhead Airbags ~ Traction Control ~ Side Airbags ~ Air Conditioning ~ ABS Brakes ~ Power Locks ~ Power Mirrors ~ AM/FM Stereo ~ Rear Defroster ~ CD Audio ~ Power Windows ~ Cloth Seats ~ Automatic Transmission"
"1NXBU4EE4AZ317214","V317214T","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/1NXBU4EE4AZ317214/2010-toyota-corolla/",-6,"Personal Use","Clean",4,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",111967,"Charcoal","Classic Silver Metallic","Sedan",166,"below",-515,"Excellent Price","26 cty "," 35 hwy",0,4,9990,"Eugene"," OR","4 Cylinder Engine ~ 4-Wheel ABS ~ 5-Speed M/T ~ A/C ~ Adjustable Steering Wheel ~ AM/FM Stereo ~ Auxiliary Pwr Outlet ~ Bluetooth® ~ Brake Assist ~ Bucket Seats ~ Child Safety Locks ~ Cloth Seats ~ Compact Spare Tire ~ Cruise Control ~ Daytime Running Lights ~ Driver Air Bag ~ Driver Vanity Mirror ~ Electronic Stability Control"
"2T1BU4EE3DC951491","23815929","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BU4EE3DC951491/2013-toyota-corolla/?zipcode=33426",-15,"Personal Use","Clean",4,3,"Automatic","Gas","FWD","1.8L Inline-4 Gas",55550,"Tan","Nautical Blue Metallic","Sedan",282,"above",640,"High Price","26 cty "," 34 hwy",3,4,16998,"Boynton Beach"," FL","Auxiliary Audio Input ~ Overhead Airbags ~ Traction Control ~ Side Airbags ~ Air Conditioning ~ ABS Brakes ~ Power Locks ~ Power Mirrors ~ AM/FM Stereo ~ Rear Defroster ~ CD Audio ~ Power Windows ~ Cloth Seats ~ Automatic Transmission ~ 2 keys, guaranteed"
"5YFS4RCE2LP047842","47842","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFS4RCE2LP047842/2020-toyota-corolla/",-23,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","2.0L Inline-4 Gas",25316,"Black","Blueprint","Sedan",435,NA,NA,"High Price","31 cty "," 40 hwy",0,0,26241,"Dallas"," TX","50 State Emissions ~ Blueprint ~ Audio: Auxiliary Audio Input ~ Audio: Satellite Radio ~ Audio: Smart Device Integration ~ Automatic Air Conditioning ~ Convenience: Back-Up Camera ~ Convenience: Cruise Control ~ Convenience: Led Headlights ~ Convenience: Remote Trunk Release ~ Convenience: Steering Wheel Audio Controls ~ Displacement: 2.0 L/121 ~ Drivetrain: Front Wheel Drive ~ Led Brakelights ~ Lip Spoiler ~ Locks: Keyless Entry ~ Transmission: Cvt Transmission"
"5YFP4MCE4MP061834","23962108","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFP4MCE4MP061834/2021-toyota-corolla/?zipcode=60477",-7,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","2.0L Inline-4 Gas",43126,"Black","Blueprint","Sedan",414,"above",405,"High Price","31 cty "," 40 hwy",0,1,24998,"Tinley Park"," IL","Premium Package ~ Sunroof(s) ~ Rear View Camera ~ Auxiliary Audio Input ~ Rear Spoiler ~ Alloy Wheels ~ Overhead Airbags ~ Traction Control ~ Side Airbags ~ Air Conditioning ~ ABS Brakes ~ Power Locks ~ Power Mirrors ~ AM/FM Stereo ~ Satellite Radio Ready ~ Rear Defroster ~ Power Windows ~ Cloth Seats"
"5YFEPMAE2NP324177","A7666A","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE2NP324177/2022-toyota-corolla/",-13,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",12012,"Black","Wind Chill Pearl","Sedan",398,NA,NA,"Fair Price","30 cty "," 38 hwy",0,0,24000,"Boerne"," TX","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"2T1BURHE0GC595286","2528","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BURHE0GC595286/2016-toyota-corolla/",-63,"Fleet Use","Clean",2,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",51541,"Ash","Barcelona Red Metallic","Sedan",282,"above",486,"High Price","29 cty "," 38 hwy",0,0,16991,"Conyers"," GA","6 Speakers ~ CD player ~ Radio data system ~ Air Conditioning ~ Rear window defroster ~ Power steering ~ Power windows ~ Steering wheel mounted audio controls ~ Speed-sensing steering ~ Traction control ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Front anti-roll bar ~ Front wheel independent suspension ~ Knee airbag ~ Low tire pressure warning ~ Occupant sensing airbag"
"2T1BURHE5GC730021","10544","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BURHE5GC730021/2016-toyota-corolla/",-94,"Frame Damage","Clean",3,1,"Automatic","Gas","FWD","1.8L Inline-4 Gas",64750,"NA","Black","Sedan",249,"below",-451,"Excellent Price","29 cty "," 38 hwy",1,1,14999,"Rosedale"," MD","Cloth Seats ~ LED Headlights ~ Daytime Running Lights ~ Touch Screen Audio ~ CD Player ~ Bluetooth ~ Steel Wheels ~ Power Windows ~ Rear Defogger ~ One-Touch Windows ~ 12v Front Power Outlets ~ 4-Wheel ABS ~ Latch System Child Seat Anchor ~ Automatic Locking Power locks ~ Stability Control ~ Traction Control ~ Automatic Delay Off Headlights ~ Folding Side Mirror"
"5YFBURHE7FP207386",NA,"2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHE7FP207386/2015-toyota-corolla/",-79,"Frame Damage","Clean",2,3,"Automatic","Gas","FWD","1.8L Inline-4 Gas",93287,"Charcoal","Wind Chill Pearl","Sedan",212,NA,NA,"Great Price","29 cty "," 37 hwy",3,3,12799,"Dallas"," TX","Door Handle Color - Body-Color ~  Exhaust Tip Color - Chrome ~  Front Bumper Color - Body-Color ~  Grille Color - Black ~  Grille Color - Chrome Surround ~  Mirror Color - Body-Color ~  Rear Bumper Color - Body-Color ~  Rear Spoiler ~  Rear Spoiler Color - Body-Color ~  Window Trim - Black ~  Air Filtration ~  Front Air Conditioning - Automatic Climate Control ~  Front Air Conditioning Zones - Single ~  Steering Wheel Trim - Leather ~  Interior Accents - Color Keyed ~  Interior Accents - Metallic-Tone ~  Armrests - Rear Center With Cupholders ~  Assist Handle - Front"
"JTDP4RCE2LJ030050","13T01029A","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDP4RCE2LJ030050/2020-toyota-corolla/",-14,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","2.0L Inline-4 Gas",35885,"Cream","Barcelona Red Metallic","Sedan",354,NA,NA,"Fair Price","31 cty "," 40 hwy",NA,NA,21365,"Pittsburgh"," PA","Corolla SE Grade ~ 6 Speakers ~ Radio data system ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Front anti-roll bar ~ Knee airbag"
"JTDEAMDE9NJ037243","M3895A","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEAMDE9NJ037243/2022-toyota-corolla/",-29,"Personal Use","Clean",1,0,"Automatic","Hybrid","FWD","1.8L Inline-4 Hybrid",18059,"NA","Wind Chill Pearl","Sedan",464,"above",945,"High Price","53 cty "," 52 hwy",0,1,27998,"Mansfield"," MA","Front Wheel Drive ~ Power Steering ~ ABS ~ 4-Wheel Disc Brakes ~ Brake Assist ~ Aluminum Wheels ~ Tires - Front All-Season ~ Tires - Rear All-Season ~ Wheel Covers ~ Heated Mirrors ~ Power Mirror(s) ~ Rear Defrost ~ Intermittent Wipers ~ Variable Speed Intermittent Wipers ~ Automatic Highbeams ~ Daytime Running Lights ~ Automatic Headlights ~ LED Headlights"
"5YFBURHE0JP775293","19807P","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHE0JP775293/2018-toyota-corolla/",-72,"Personal Use","Clean",1,1,"Automatic","Gas","FWD","1.8L Inline-4 Gas",18478,"Cream","Galactic Aqua Mica","Sedan",333,"above",40,"Fair Price","28 cty "," 36 hwy",1,1,20069,"Raleigh"," NC","6 Speakers ~ AM/FM radio ~ CD player ~ Radio data system ~ Radio: Entune Audio w/6.1'' Screen ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Speed-sensing steering ~ Traction control ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Front anti-roll bar"
"JTDHPRAE9LJ096867","96867","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDHPRAE9LJ096867/2020-toyota-corolla/",-15,"Personal Use","Clean",3,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",29734,"NA","Classic Silver Metallic","Sedan",378,NA,NA,"Fair Price","30 cty "," 38 hwy",0,0,22800,"Pampa"," TX","Airbags - Front - Dual ~ Air Conditioning - Front - Single Zone ~ Airbags - Passenger - Occupant Sensing Deactivation ~ Airbags - Front - Side ~ Airbags - Front - Side Curtain ~ Air Conditioning - Front - Automatic Climate Control ~ Air Conditioning - Air Filtration ~ Airbags - Driver - Knee ~ Audio Streaming: Bluetooth ~ Emergency Interior Trunk Release ~ Armrests - Rear Center ~ Audio - Antenna: Mast ~ Power Brakes ~ Airbags - Rear - Side Curtain ~ Audio Voice Recognition ~ Audio Auxiliary Input: USB ~ Audio Auxiliary Input: Jack ~ Audio Auxiliary Input: IPod/IPhone Integration"
"JTDEAMDE2MJ005376","MJ005376","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEAMDE2MJ005376/2021-toyota-corolla/",NA,"Personal Use","Clean",1,0,"Automatic","Hybrid","FWD","1.8L Inline-4 Hybrid",37412,"Black","Black Sand Pearl","Sedan",443,NA,NA,"Fair Price","53 cty "," 52 hwy",NA,NA,26733,"Spokane"," WA","Preferred Owners Portfolio (Tms) (Ppo) ~ Paint Protection Film (Tms) -Inc: Hood ~  Fenders ~  Mirror Backs And Door Cups ~  (Ppo) ~ Mudguards (Tms) (Ppo) ~ Rear Bumper Protector (Tms) (Ppo) ~ Lane Keeping Assist ~ All-Weather Floor Liner Package (Tms) -Inc: Cargo Tray ~  All-Weather Floor Liners (Ppo) ~ Keyless Start ~ Bluetooth Connection ~ Blind Spot Monitor W/Rcta -Inc: Lane Change Assist ~ Black ~  Premium Fabric Seat Trim ~ Black Sand Pearl ~ 50 State Emissions"
"2T1BURHE3KC231789","19C01507","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BURHE3KC231789/2019-toyota-corolla/",-41,"Rental Use","Clean",1,1,"Automatic","Gas","FWD","1.8L Inline-4 Gas",70092,"Cream","Barcelona Red Metallic","Sedan",296,NA,NA,"Fair Price","28 cty "," 36 hwy",1,1,17884,"Cookeville"," TN","6 Speakers ~ AM/FM radio ~ CD player ~ Radio data system ~ Radio: Entune Audio w/6.1'' Screen ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Speed-sensing steering ~ Traction control ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Front anti-roll bar"
